            7	    51.5.6	   27<PopsDel>CRANE WAITING TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          789	    6BDYCPU	   27<PopsDel>BATCH CPU DAY TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          807	    5E5310	   20METER CHARGE S/STN Q	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          830	    5E6600	   19WEIGHBRIDGE CHARGES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          844	    5E6834	   29<PopsDel>MARSHALLING NZDB 3rd	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          853	    5F7131	    9DEODORISE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          871	    5F8115	   27<PopsDel>NZDB MT Lift 10-20	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          894	    5F8331	   25Heavy Hoist 11.1-23 Tonne	    0	    1Y	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          905	    5F8450	   24<PopsDel>TRAILER 5 tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          912	    5F8712	   28<PopsDel>SUPERVISOR pd 2 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          930	    5F8743	   25<PopsDel>T/CLERK pd 3 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          955	    2IM	   12IMPORT CARGO	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	13-dec-1999 09:28:49     	13-dec-1999 09:28:49     	    4load	    6he2441	    6he2441	    1I

          969	    4PARK	   21<PopsDel>PARKING RENT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          976	    6PRJSVC	   25<CorpDel>PROJECT SERVICES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          994	    5R0018	   25<PopsDel>REFUSE MON - SAT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1019	    6S71.1P	    920FT PACK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:33:01     	                         	    4load	    6he2441	    0	    1A

         1026	    6S71.6P	   1640FT PACK TIMBER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:36:17     	                         	    4load	    6he2441	    0	    1A

         1051	    5S74.5	   24<SpkDel>8MM MANILLA ROPE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1065	    5S8.14	   11KRAFT PAPER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:41:22     	                         	    4load	    6he2441	    0	    1A

         1072	    5S8.21	   20DELIVER B/BULK->SHIP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:43:04     	                         	    4load	    6he2441	    0	    1A

         1090	    5WATER	    5WATER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1115	    6B382EX	   19Rail Vehicles - New	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1129	    6B266IM	    9CARS -NEW	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	29-dec-1999 08:19:10     	                         	                         	    6he2441	    0	    0	    1A

         1136	    6B372EX	   22Cars Used - Precleared	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	29-dec-1999 08:29:29     	                         	                         	    6he2441	    0	    0	    1A

         1159	    6B286IM	   32Trailered General Cargo - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-apr-2000 17:32:56     	                         	                         	    6he2441	    0	    0	    1A

         1182	    51TC.P	   35Monitor Reefer - Tranship Discharge	    5POWER	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	25-jul-2000 17:58:01     	                         	                         	    6he2441	    0	    0	    1A

         1196	    49SPL	   22Ships Planning - Local	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	27-jul-2000 17:42:00     	                         	                         	    6he2441	    0	    0	    1A

         1205	    59YE.S	   34Storage by Arrangement - Equipment	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 12:18:17     	                         	                         	    6he2441	    0	    0	    1A

         1223	    3S40	   12General Pack	    0	    1N	    1S	    1B	    0	     0	01-nov-2000              	31-dec-2099              	09-nov-2000 16:21:41     	                         	                         	    6he2441	    0	    0	    1A

            5	    51.5.4	   21Break Bulk > 20 Tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	26-jul-2000              	10-nov-1999              	27-jul-2000 14:39:44     	                         	    4load	    6he2441	    0	    1A

           28	    51SBRG	   33Wharfage - Import RORO Break Bulk	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 09:48:14     	                         	    4load	    6he2441	    0	    1A

           46	    41STR	   21RORO Timber Discharge	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:45:46     	                         	    4load	    6he2441	    0	    1A

           55	    41TCR	   23RORO Tranship Discharge	    7T/DISCH	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	28-jun-2000 17:33:50     	                         	    4load	    6he2441	    0	    1A

           69	    52DCRO	   35RORO DLR Load O/Dimension Container	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:06:18     	                         	    4load	    6he2441	    0	    1A

           92	    42SSR	   15RORO Load Steel	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          110	    632BLAB	   18HVY TRACTOR DRIVER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	23-feb-2000 10:57:51     	23-feb-2000 10:57:51     	    4load	    6he2441	    6he2441	    1I

          119	    53SCSO	   40Shift-on-Board Container O/D Ship'sCrane	    3SOB	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:25:29     	                         	    4load	    6he2441	    0	    1A

          128	    54YC.R	   24Road Receive - Container	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	31-jul-2000 13:07:55     	                         	    4load	    6he2441	    0	    1A

          153	    66YC.FU	   18Devan on the Wharf	    8FACILITY	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jul-2000 17:20:46     	                         	    4load	    6he2441	    0	    1A

          171	    66YC.YN	   33Interwharf Lift Off O/D Surcharge	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:27:05     	                         	    4load	    6he2441	    0	    1A

          178	    19	   13Miscellaneous	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          192	    59.7.3	   23<PopsDel>TUGMASTER HIRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          217	    5A8105	   22Towage 6001-10000 Tons	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	22-jun-2000 17:33:10     	                         	    4load	    6he2441	    0	    1A

          235	    5A9221	    9TIKA HIRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          242	    5A9264	   22Hydrographic Materials	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	21-jul-2000 10:31:00     	                         	    4load	    6he2441	    0	    1A

          266	    5A9900	   20MISCELLANEOUS CHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          275	    6B005EX	   18<PopsDel>SHELLFISH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          289	    6B013EX	   15<PopsDel>OFFALS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          312	    6B026IM	    6CASEIN	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          330	    6B040EX	   14OAT/WHEATMEALS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          339	    6B044IM	   14<PopsDel>FLOUR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          353	    6B055EX	   21<PopsDel>FROZEN VEGES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          376	    6B072IM	   12CITRUS FRUIT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          399	    6B086EX	   16<PopsDel>SPIRITS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          406	    6B089IM	   21<PopsDel>TOBACCO,CIGS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          420	    6B098IM	   15OILSEEDS & NUTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          445	    6B115EX	   17<PopsDel>WOODPULP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          463	    6B128IM	   20<PopsDel>FERTILISERS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          470	    6B133IM	   13SHELL,SHINGLE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          484	    6B146EX	   11CEMENT,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          509	    6B162IM	   23<PopsDel>BITUMEN,CONTRS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          525	    6B175EX	   11DIESEL,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          532	    6B179EX	   14KEROSENES,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          550	    6B208EX	   14BULK CHEMICALS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          575	    6B220IM	   15BRICKS,REFRACTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          589	    6B228EX	   24<PopsDel>F/GL INSULATION	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          596	    6B231IM	   21<PopsDel>STEEL,HOLLOW	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          614	    6B241EX	    9ALUMINIUM	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          639	    6B257EX	    8TRACTORS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          648	    6B262EX	   22<PopsDel>RAIL VEHICLES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          657	    6B266IM	   30Vehicles New up to 14M3 Import	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-nov-1999              	01-mar-2000 10:06:16     	                         	    4load	    6mo2719	    0	    1A

          675	    6B275IM	   20<PopsDel>INSTRUMENTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          698	    6B288IM	   21<PopsDel>TOYS & GAMES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          712	    6B295IM	   21<PopsDel>LAUNDRY APPL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          721	    6B302IM	   20<PopsDel>REEFER, CNK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          739	    6B368IM	   21Tranship IM Used Cars	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          762	    6B530EX	   30Cars up to 14m3 (new) - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          770	    6B535EX	   15Trucks - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          795	    5CAR L	   26<PopsDel>CARPENTERS LABOUR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          809	    5E5410	   19METER CHRG ONEHUNGA	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          816	    5E6046	   20PARKING HOBSON WHARF	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          834	    5E6701	   17<PopsDel>CONVEYOR	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          859	    5F7160	    8PRE TRIP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          873	    5F8121	   20LIFT LIGHT under 2tn	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          880	    5F8204	   27<PopsDel>NZDB MT FCT -> No1	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          903	    5F8430	   25<PopsDel>TRAILER 40 tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          926	    5F8734	   39Wharf Surveillance Officer pd 1&2 w/end	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-nov-1999              	19-jun-2000 16:31:17     	                         	    4load	    6he2441	    0	    1A

          940	    5F8930	   29<PopsDel>No1 STORAGE 1/2 PLTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          949	    6GH MAT	   25<PopsDel>S.G.H. MATERIALS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          967	    6P/HIRE	   27<PopsDel>PLANT & EQUIP HIRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          990	    5R0014	   29<PopsDel>VISIT MISC VSL 24-28	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1004	    5R0028	   28<PopsDel>VSLS EXEMP PILOTAGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1013	    3S63	   28<SpkDel>MISCELLANEOUS CHARGE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1036	    6S74.11	   103 TN HOIST	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-oct-2000              	10-nov-1999              	09-nov-2000 16:37:16     	                         	    4load	    6he2441	    0	    1A

         1045	    5S74.2	   14TIMBER 2" X 2"	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

         1063	    6S8.12P	   17<SpkDel>40FT PACK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1086	    6SUPSVC	   25<CorpDel>SUPPORT SERVICES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1100	    6B507IM	   26Buildings,Gulf Is - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1109	    6B506EX	   23Trucks,Gulf Is - Export	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1127	    52UC.G	   34Land Feeder Load Tranship Wharfage	    8LAND T/S	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	22-dec-1999 11:16:50     	28-jun-2000 17:36:17     	                         	    6mo2719	    6he2441	    0	    1A

         1150	    49SPC	   24Ships Planning - Central	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	09-feb-2000 10:05:27     	                         	                         	    6he2441	    0	    0	    1A

         1161	    6B325EX	   30Boats up to 6.5 Metres, Export	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	12-apr-2000 15:09:49     	                         	                         	    6he2441	    0	    0	    1A

         1168	    6B139EX	   19Visy Board - Export	    0	    1N	    1S	    1B	    0	     0	01-mar-2000              	31-dec-2099              	27-apr-2000 14:51:29     	                         	                         	    6cr2772	    0	    0	    1A

         1186	    51DC.Q	   28Reefer Power - DLR Discharge	    5POWER	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	25-jul-2000 18:00:19     	                         	                         	    6he2441	    0	    0	    1A

         1211	    56YB.M	   24Marshalling - Break Bulk	    0	    1N	    1S	    1B	    0	     0	01-jul-2000              	31-dec-2099              	31-jul-2000 13:11:40     	                         	                         	    6he2441	    0	    0	    1A

         1225	    3S42	   13Unpack/Repack	    0	    1N	    1S	    1B	    0	     0	01-nov-2000              	31-dec-2099              	09-nov-2000 16:22:55     	                         	                         	    6he2441	    0	    0	    1A

         1232	    62TC.G2	   35Wharfage - Coastal to Intl Tranship	    2GW	    1N	    1S	    1B	    0	     0	01-oct-2000              	31-dec-2099              	03-apr-2001 11:04:05     	03-apr-2001 12:02:30     	                         	    6he2441	    6he2441	    0	    1A

           10	    51.5.9	   12TIMBER PACKS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	26-jul-2000              	10-nov-1999              	27-jul-2000 15:49:00     	                         	    4load	    6he2441	    0	    1A

           19	    51DCRO	   32RORO DLR Discharge O/D Surcharge	    6RESHIP	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	26-jun-2000 17:39:45     	                         	    4load	    6he2441	    0	    1A

           33	    51SCRG	   32Wharfage - Import RORO Container	    2GW	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 09:49:44     	                         	    4load	    6he2441	    0	    1A

           56	    51TCRG	   34Wharfage - Tranship RORO Container	    2GW	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	28-jun-2000 17:34:04     	                         	    4load	    6he2441	    0	    1A

           74	    52SB.G	   28Wharfage - Export Break Bulk	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:07:48     	                         	    4load	    6he2441	    0	    1A

           83	    52SCRO	   33RORO Load Overdimension Surcharge	    4LOAD	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:15:36     	                         	    4load	    6he2441	    0	    1A

           97	    52STRG	   29Wharfage - Export Timber RORO	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:18:33     	                         	    4load	    6he2441	    0	    1A

          120	    33ST	   21Shift-on-Board Timber	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jun-2000 10:25:49     	                         	    4load	    6he2441	    0	    1A

          143	    66YC.F6	   186 Sided Inspection	    7INSPECT	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	14-dec-1999 11:17:44     	                         	    4load	    6br2464	    0	    1A

          150	    66YC.FP	   34Pre-Trip Container Facility Charge	    8FACILITY	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jul-2000 17:20:17     	                         	    4load	    6he2441	    0	    1A

          164	    56YC.O	   35Yard Move Container - Overdimension	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	27-jul-2000 16:38:38     	                         	    4load	    6he2441	    0	    1A

          189	    69.6.9L	   29<PopsDel>RORO B/BULK GEN LOAD	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          207	    5A0224	   19LINESMAN WKEND&STAT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          214	    5A8102	   21Towage 2001-3000 Tons	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	22-jun-2000 17:34:12     	                         	    4load	    6he2441	    0	    1A

          228	    5A8206	   19TOW U/P 10001-15000	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          253	    5A9340	   12Gangway Hire	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	15-jun-2000 14:41:52     	                         	    4load	    6he2441	    0	    1A

          261	    5A9504	   38Passenger - Wharf Surveillance Officer	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	31-oct-2000 09:56:49     	                         	    4load	    6he2441	    0	    1A

          284	    6B010IM	   20<PopsDel>BEEF & VEAL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          302	    6B020IM	   15<PopsDel>BUTTER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          311	    6B026EX	    6CASEIN	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          325	    6B035IM	   21<PopsDel>WHEAT,BAGGED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          348	    6B050IM	   15POTATOES/ONIONS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          366	    6B065IM	   13BULK MOLASSES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          375	    6B072EX	   12CITRUS FRUIT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          384	    6B078EX	   24<PopsDel>FRUIT PRESERVED	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          409	    6B091EX	   24<PopsDel>BRAN AND MASHES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          427	    6B102IM	   13<PopsDel>WOOL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          434	    6B108EX	   22<PopsDel>MANMADE FIBRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          448	    6B116IM	   17<PopsDel>CHARCOAL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          473	    6B135EX	   10GLASS SAND	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          491	    6B150IM	   14<PopsDel>SEEDS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

