            6	   12baselineview	    8Baseline	            3	    1N	            0	16-mar-1994 05:56:48     	            3	16-mar-1994 05:56:48     	            3	]^NULL^[                 	    8]^NULL^[
       301169	    8Dev Test	    7Working	       300226	    1N	       301165	07-feb-2002 08:04:54     	       300010	07-feb-2002 08:04:54     	       300010	]^NULL^[                 	    8]^NULL^[

       301170	    2QA	    7Working	       300226	    1N	       301165	07-feb-2002 08:04:54     	       300010	07-feb-2002 08:04:54     	       300010	]^NULL^[                 	    8]^NULL^[

       301171	   21Harvest5_1_B16_PatchC	    8Snapshot	           92	    1Y	          372	07-feb-2002 08:44:38     	          125	07-feb-2002 08:44:38     	          125	]^NULL^[                 	    8]^NULL^[

       301172	   12baselineview	    8Baseline	       300227	    1N	            0	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301173	    3Dev	    7Working	       300227	    1N	       301172	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301174	    7Release	    7Working	       300227	    1N	       301172	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301175	   11Integration	    7Working	       300227	    1N	       301172	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301176	    8Dev Test	    7Working	       300227	    1N	       301172	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301177	    2QA	    7Working	       300227	    1N	       301172	07-feb-2002 08:59:19     	       300010	07-feb-2002 08:59:19     	       300010	]^NULL^[                 	    8]^NULL^[

       301178	   12baselineview	    8Baseline	       300228	    1N	            0	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301179	    3Dev	    7Working	       300228	    1N	       301178	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301180	    7Release	    7Working	       300228	    1N	       301178	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301181	   11Integration	    7Working	       300228	    1N	       301178	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301182	    8Dev Test	    7Working	       300228	    1N	       301178	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301183	    2QA	    7Working	       300228	    1N	       301178	07-feb-2002 10:10:39     	       300010	07-feb-2002 10:10:39     	       300010	]^NULL^[                 	    8]^NULL^[

       301184	   17Web3:B16:02_06_02	    8Snapshot	       300105	    1Y	       300449	09-feb-2002 07:13:02     	          124	09-feb-2002 07:13:02     	          124	]^NULL^[                 	    8]^NULL^[

       301185	   12baselineview	    8Baseline	       300231	    1N	            0	09-feb-2002 07:22:27     	       300010	09-feb-2002 07:22:27     	       300010	]^NULL^[                 	    8]^NULL^[

       301186	    3Dev	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301187	    7Release	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301188	    2QA	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301189	    6Assign	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301190	   20Integration Complete	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301191	   11Integration	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301192	    8Dev Test	    7Working	       300231	    1N	       301185	09-feb-2002 07:22:28     	       300010	09-feb-2002 07:22:28     	       300010	]^NULL^[                 	    8]^NULL^[

       301193	   12baselineview	    8Baseline	       300232	    1N	            0	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301194	    3Dev	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301195	    7Release	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301196	    2QA	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301197	    6Assign	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301198	   20Integration Complete	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:45     	       300010	09-feb-2002 07:25:45     	       300010	]^NULL^[                 	    8]^NULL^[

       301199	   11Integration	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:46     	       300010	09-feb-2002 07:25:46     	       300010	]^NULL^[                 	    8]^NULL^[

       301200	    8Dev Test	    7Working	       300232	    1N	       301193	09-feb-2002 07:25:46     	       300010	09-feb-2002 07:25:46     	       300010	]^NULL^[                 	    8]^NULL^[

       301201	   28Harvest5_1_B16_PatchC_020802	    8Snapshot	       300227	    1Y	       301175	12-feb-2002 03:21:42     	          125	12-feb-2002 05:13:38     	       300010	]^NULL^[                 	   35Contains Windows installation patch

       301202	    9MetaVante	    7Working	       300227	    1N	       301172	12-feb-2002 03:22:49     	       300010	12-feb-2002 03:23:21     	       300010	]^NULL^[                 	   48Will hold changes for MetaVante Beta development

       301204	   15R2_02142001_H51	    8Snapshot	       300145	    1Y	       300706	15-feb-2002 02:51:36     	           53	15-feb-2002 02:51:36     	           53	]^NULL^[                 	    8]^NULL^[

