    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    5POSER	        14627	   30**SOUTH SEAS STEAMSHIP CO (NZ)	   34**SOUTH SEAS STEAMSHIP CO (NZ) LTD	   12BO SAMUELSON	    73753000	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14628	   19DISHONOURED CHEQUES	    0	   27LEAVE PHONE NUMBER BLANK!!!	    73660055	    0	    1I	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    5POSER	        14629	   18CENTRAL CRANES LTD	   18CENTRAL CRANES LTD	   14SELWYN RABBITS	    8309-8769	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14630	   11LADY SHARON	   11LADY SHARON	    9P EDWARDS	   1109-402-8446	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14631	    8NAUSICAA	    8NAUSICAA	    0	   1106-864-5892	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14632	    7SARACEN	    7SARACEN	   10DION LEIGH	   11025-391-616	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14633	   18MARINESCAPE NZ LTD	   18MARINESCAPE NZ LTD	   11IAN MELLSOP	    8360-2892	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14634	   28GULF HARBOUR INVESTMENTS LTD	   28GULF HARBOUR INVESTMENTS LTD	   14NEALE HAWCROFT	   1109-424-0700	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14635	   30ADVANCE FREIGHT & COURIERS LTD	   30ADVANCE FREIGHT & COURIERS LTD	    5JENNY	    8276-1390	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14636	   30DEL MONTE FRESH PRODUCE NZ LTD	   30DEL MONTE FRESH PRODUCE NZ LTD	   16STEVEN GROENHART	    8366-6613	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14637	   30SOUTH PACIFIC SHIPPING IN LIQU	   36SOUTH PACIFIC SHIPPING IN LIQUIDATIO	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14638	   13OWENS TANKERS	   13OWENS TANKERS	   14VAUGHN TEBBULT	   120800-693-671	    8525-1703	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	03-aug-2000 04:16:29     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14639	   26KIWI CAR CARRIERS (NZ) LTD	   26KIWI CAR CARRIERS (NZ) LTD	   12TERRY RICHES	    8373-3375	    8379-9477	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14640	   23WALLACE INVESTMENTS LTD	   23WALLACE INVESTMENTS LTD	   14JOHN VAN AALST	   11025-926-548	    8373-3848	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-dec-2000 05:15:19     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14641	   13ASURA LIMITED	   13ASURA LIMITED	   13RICHARD CRUMP	    8415-3176	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14642	   14WESTERN RANGER	   14WESTERN RANGER	   15DALE CARRINGTON	   11025-994-016	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14643	    5MOKAI	    5MOKAI	    0	    8249-6887	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	06-feb-2001 05:15:17     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14644	   15SEAFRESH NZ LTD	   15SEAFRESH NZ LTD	   14LIM & HENG LEE	   1104-568-7107	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14645	   21J & N WOODWORK CO LTD	   21J & N WOODWORK CO LTD	   11ROY HOWLETT	   1109-298-6642	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14646	   20JOHNSTONS COACHLINES	   20JOHNSTONS COACHLINES	   15GRANT RIDGEWELL	    8377-5258	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14647	    8PRJIMA D	    8PRJIMA D	   13PHILLIP CAREY	   11025-478-051	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14648	    8*MARFRET	    8*MARFRET	    0	    73562370	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	21-dec-1999 04:16:26     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14649	   17HOLLAND TRANSPORT	   17HOLLAND TRANSPORT	   15BRETTON HOLLAND	    8273-1484	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14650	   28BORACURE AUCKLAND (1969) LTD	   28BORACURE AUCKLAND (1969) LTD	   12JOHN MARSDEN	    8579-9372	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14651	   28ADVICE & ACTION PEST CONTROL	   28ADVICE & ACTION PEST CONTROL	    9T FANNING	    8817-5733	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14652	   10ECOLAB LTD	   10ECOLAB LTD	   13ERIC VANESSEN	   1107-849-4829	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14653	   12FUMAPEST LTD	   12FUMAPEST LTD	   14RAYMOND BUTLER	    8837-4037	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14654	   30AKARANA ENVIRONMENTAL SERVICES	   34AKARANA ENVIRONMENTAL SERVICES LTD	   12ROWAN WASHER	    8528-4099	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14655	   10SEA RAIDER	   10SEA RAIDER	    0	   1106-757-2731	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14656	   16AHEAD LUMBER LTD	   16AHEAD LUMBER LTD	   12HOWARD TONGE	   1109-233-6016	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14657	   26BUGS AWAY PEST CONTROL LTD	   26BUGS AWAY PEST CONTROL LTD	   10PETER ROSE	    8379-9711	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14658	   30EVANS INTERNATIONAL FREIGHT SY	   35EVANS INTERNATIONAL FREIGHT SYSTEMS	   12NICOLE PRATT	    8307-3788	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	   46Own drivers only with order # from Ian Lambert	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14659	   15AXIS INTERMODAL	   15AXIS INTERMODAL	    0	    0	    0	    1I	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1N	    0	    0	     2	10-nov-1999              	08-dec-1999 04:16:28     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14660	   30M S INTERNATIONAL CUSTOMS & FW	   36M S INTERNATIONAL CUSTOMS & FWDG LTD	   13LESLIE MILLER	    8275-5880	    8275-5560	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14661	   14*THE WAREHOUSE	   14*THE WAREHOUSE	    0	    8489-7000	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14662	   11*OCEANTRANZ	   11*OCEANTRANZ	   12PETER DUNLOP	    8308-9265	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14663	   24*ADSTEAM AGENCY (NZ) LTD	   24*ADSTEAM AGENCY (NZ) LTD	    0	    8358-1118	    0	    1E	    1N	    1N	    1P	                         	    37DS	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14664	   21**PACIFIC DIRECT LINE	   21**PACIFIC DIRECT LINE	    6DEBBIE	    8309-0229	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-aug-2000 04:16:28     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14665	   24*SOUTH SEAS STEAMSHIP CO	   24*SOUTH SEAS STEAMSHIP CO	   12JULIE INGLIS	    8377-3460	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14666	   27*ON ACCOUNT AXIS INTERMODAL	   27*ON ACCOUNT AXIS INTERMODAL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14667	   13SMITH & JONES	   13SMITH & JONES	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14669	   10OCEANTRANZ	   10OCEANTRANZ	   12PETER DUNLOP	    8308-9265	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14670	   13THE WAREHOUSE	   13THE WAREHOUSE	    5FIONA	    8489-7000	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14671	   23ADSTEAM AGENCY (NZ) LTD	   23ADSTEAM AGENCY (NZ) LTD	    0	    8358-1118	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14672	   19PACIFIC DIRECT LINE	   19PACIFIC DIRECT LINE	    6DEBBIE	    8309-0229	    0	    1E	    1N	    1Y	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-dec-2000 05:15:19     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14673	   26ON ACCOUNT AXIS INTERMODAL	   26ON ACCOUNT AXIS INTERMODAL	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14674	   20SOUTH SEAS STEAMSHIP	   20SOUTH SEAS STEAMSHIP	   12JULIE INGLIS	    8377-3460	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14675	   14WESTON MILLING	   14WESTON MILLING	   11GREG BOURKE	    8276-2414	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14676	   23BAY CUSTOMS BROKERS LTD	   23BAY CUSTOMS BROKERS LTD	   11DOREEN DAWE	   1107-575-4041	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14677	   17BRADY'S TRANSPORT	   17BRADY'S TRANSPORT	   12MARTIN BRADY	    8275-4787	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	12-oct-2000 04:16:27     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14678	   29GILCO INTL FREIGHT FORWARDERS	   33GILCO INTL FREIGHT FORWARDERS LTD	   11JASON ELLIS	    8256-4930	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14679	   19WILDER AUCKLAND LTD	   19WILDER AUCKLAND LTD	   14GRAEME SPENCER	    8525-5566	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14680	   14SOUTHERN CROSS	   14SOUTHERN CROSS	    0	   12025-222-6498	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	06-feb-2001 05:15:17     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14681	   26CAPE SHIPPING SERVICES LTD	   26CAPE SHIPPING SERVICES LTD	   12MURRAY DIXON	   1106-751-4395	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14682	   11SEA HARVEST	   11SEA HARVEST	    0	   11025-422-420	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14683	    7SELLINA	    7SELLINA	    0	   11025-735-010	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14684	   11SHANGRILA 6	   11SHANGRILA 6	    8E M DATH	   11025-944-200	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14685	   11VANDETTA II	   11VANDETTA II	    1.	   1106-376-2750	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14686	    6VULCAN	    6VULCAN	   12BECROFT BROS	   1107-576-5132	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14687	   21WATER TECHS GROUP LTD	   21WATER TECHS GROUP LTD	   15PHILIPPE GRELON	    8486-0026	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14688	   20SEATRADE NEW ZEALAND	   20SEATRADE NEW ZEALAND	   12BOB MARSHALL	    8476-9977	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14689	    9SOUTHWIND	    9SOUTHWIND	   12C SUTHERLAND	   12025-295-9464	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14690	    7BALDOUR	    7BALDOUR	    0	   11025-343-732	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14691	   26*CARTER HOLT HARVEY TISSUE	   26*CARTER HOLT HARVEY TISSUE	   11SUE PRINGLE	    8837-6400	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	28-apr-2000 04:16:23     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14692	   19**SWANSON TRANSPORT	   17SWANSON TRANSPORT	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14693	   20CIRCLE INTERNATIONAL	   20CIRCLE INTERNATIONAL	    0	    8275-3599	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14694	   17BELLBIRD INTL LTD	   17BELLBIRD INTL LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14695	    7KLC LTD	    0	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14696	   19JOHN CREAN & CO LTD	   19JOHN CREAN & CO LTD	    0	   1107-345-6994	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14697	   30AUCKLAND SPECIALISED TIMBERS L	   32AUCKLAND SPECIALISED TIMBERS LTD	    0	    8621-0070	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14698	   24MAMAKU SAWMILLING CO LTD	   24MAMAKU SAWMILLING CO LTD	    0	   1107-332-5852	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14699	    9JAY BELLE	    9JAY BELLE	    0	   1106-864-5892	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14700	   12NDG PINE LTD	   12NDG PINE LTD	    0	   1106-344-2880	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14701	   10GST EXEMPT	   10GST EXEMPT	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1N	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14702	   21SWANSON TRANSPORT LTD	   21SWANSON TRANSPORT LTD	   15BRUCE ROBERTSON	    8833-6079	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14703	   19GUNNERSENS (NZ) LTD	   19GUNNERSENS (NZ) LTD	    9JIM TOBIN	    8520-4330	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14704	   30CONTAINER CO-ORDINATORS NZ LTD	   30CONTAINER CO-ORDINATORS NZ LTD	   13ELROY RAWHITI	    8573-6227	    0	    1E	    1N	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14705	    9STELLA MV	    9STELLA MV	   12MIKE RODGERS	    8307-1405	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14706	   17PUKEPINE SAWMILLS	   17PUKEPINE SAWMILLS	    0	   1107-573-9161	   1107-573-4189	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14707	   27PAN PAC FOREST PRODUCTS LTD	   27PAN PAC FOREST PRODUCTS LTD	    0	   1106-831-0100	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14708	   19PINE PROCESSORS LTD	   19PINE PROCESSORS LTD	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14709	   27PACIFIC PINE INDUSTRIES LTD	   27PACIFIC PINE INDUSTRIES LTD	    0	    8883-7301	    0	    1E	    0	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14710	   21TRADE CONNECTIONS LTD	   21TRADE CONNECTIONS LTD	    0	    8420-0101	    0	    1E	    0	    1N	    1P	                         	    0	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14711	    7MARFRET	    7MARFRET	    0	    8489-6070	    8489-6071	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14712	   21HINEMOA FISHERIES LTD	   21HINEMOA FISHERIES LTD	   12BRIAN SAMSON	    8419-1651	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14713	   21RUSH CUSTOMS INTL LTD	   21RUSH CUSTOMS INTL LTD	   12BARVANT SOMA	    8256-0995	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14714	   21*WALLENIUS WILHELMSEN	   21*WALLENIUS WILHELMSEN	   18CAPT JOHN ROBINSON	    73562370	    0	    1E	    0	    1Y	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     5	10-nov-1999              	20-sep-2000 04:16:25     	                         	    4load	    6cusimp	    0	    1I

    5POSER	        14715	   12SEAWORKS LTD	   12SEAWORKS LTD	   15HOWARD SAUNDERS	    8499-6891	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     3	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

    5POSER	        14716	   25BLUE FISH ENTERPRISES LTD	   25BLUE FISH ENTERPRISES LTD	    0	    0	    0	    1E	    0	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	16-nov-1999 04:22:05     	                         	    4load	    6cusimp	    0	    1A

