     1 ,          1 ,     1.00 ,         1.0000 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15810 ,    1580901 , 17388.15 ,   1582851.8306 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15811 ,    1581001 , 17389.25 ,   1582951.9540 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15812 ,    1581101 , 17390.35 ,   1583052.0774 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15813 ,    1581201 , 17391.45 ,   1583152.2008 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15814 ,    1581301 , 17392.54 ,   1583252.3242 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15815 ,    1581401 , 17393.64 ,   1583352.4476 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15816 ,    1581501 , 17394.74 ,   1583452.5710 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15817 ,    1581601 , 17395.84 ,   1583552.6944 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15818 ,    1581701 , 17396.94 ,   1583652.8178 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15819 ,    1581801 , 17398.04 ,   1583752.9412 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15820 ,    1581901 , 17399.14 ,   1583853.0646 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15821 ,    1582001 , 17400.24 ,   1583953.1880 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15822 ,    1582101 , 17401.34 ,   1584053.3114 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15823 ,    1582201 , 17402.44 ,   1584153.4348 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15824 ,    1582301 , 17403.54 ,   1584253.5582 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15825 ,    1582401 , 17404.64 ,   1584353.6816 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15826 ,    1582501 , 17405.74 ,   1584453.8050 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15827 ,    1582601 , 17406.84 ,   1584553.9284 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15828 ,    1582701 , 17407.94 ,   1584654.0518 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15829 ,    1582801 , 17409.04 ,   1584754.1752 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15830 ,    1582901 , 17410.14 ,   1584854.2986 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15831 ,    1583001 , 17411.24 ,   1584954.4220 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15832 ,    1583101 , 17412.34 ,   1585054.5454 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15833 ,    1583201 , 17413.44 ,   1585154.6688 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15834 ,    1583301 , 17414.54 ,   1585254.7922 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15835 ,    1583401 , 17415.64 ,   1585354.9156 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15836 ,    1583501 , 17416.74 ,   1585455.0390 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15837 ,    1583601 , 17417.84 ,   1585555.1624 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15838 ,    1583701 , 17418.94 ,   1585655.2858 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15839 ,    1583801 , 17420.04 ,   1585755.4092 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15840 ,    1583901 , 17421.13 ,   1585855.5326 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15841 ,    1584001 , 17422.23 ,   1585955.6560 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15842 ,    1584101 , 17423.33 ,   1586055.7794 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15843 ,    1584201 , 17424.43 ,   1586155.9028 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15844 ,    1584301 , 17425.53 ,   1586256.0262 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15845 ,    1584401 , 17426.63 ,   1586356.1496 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15846 ,    1584501 , 17427.73 ,   1586456.2730 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15847 ,    1584601 , 17428.83 ,   1586556.3964 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15848 ,    1584701 , 17429.93 ,   1586656.5198 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15849 ,    1584801 , 17431.03 ,   1586756.6432 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15850 ,    1584901 , 17432.13 ,   1586856.7666 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15851 ,    1585001 , 17433.23 ,   1586956.8900 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15852 ,    1585101 , 17434.33 ,   1587057.0134 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15853 ,    1585201 , 17435.43 ,   1587157.1368 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15854 ,    1585301 , 17436.53 ,   1587257.2602 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15855 ,    1585401 , 17437.63 ,   1587357.3836 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15856 ,    1585501 , 17438.73 ,   1587457.5070 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15857 ,    1585601 , 17439.83 ,   1587557.6304 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15858 ,    1585701 , 17440.93 ,   1587657.7538 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15859 ,    1585801 , 17442.03 ,   1587757.8772 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15860 ,    1585901 , 17443.13 ,   1587858.0006 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15861 ,    1586001 , 17444.23 ,   1587958.1240 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15862 ,    1586101 , 17445.33 ,   1588058.2474 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15863 ,    1586201 , 17446.43 ,   1588158.3708 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15864 ,    1586301 , 17447.53 ,   1588258.4942 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15865 ,    1586401 , 17448.63 ,   1588358.6176 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15866 ,    1586501 , 17449.72 ,   1588458.7410 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15867 ,    1586601 , 17450.82 ,   1588558.8644 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15868 ,    1586701 , 17451.92 ,   1588658.9878 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15869 ,    1586801 , 17453.02 ,   1588759.1112 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15870 ,    1586901 , 17454.12 ,   1588859.2346 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15871 ,    1587001 , 17455.22 ,   1588959.3580 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15872 ,    1587101 , 17456.32 ,   1589059.4814 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15873 ,    1587201 , 17457.42 ,   1589159.6048 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15874 ,    1587301 , 17458.52 ,   1589259.7282 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15875 ,    1587401 , 17459.62 ,   1589359.8516 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15876 ,    1587501 , 17460.72 ,   1589459.9750 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15877 ,    1587601 , 17461.82 ,   1589560.0984 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15878 ,    1587701 , 17462.92 ,   1589660.2218 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15879 ,    1587801 , 17464.02 ,   1589760.3452 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15880 ,    1587901 , 17465.12 ,   1589860.4686 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15881 ,    1588001 , 17466.22 ,   1589960.5920 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15882 ,    1588101 , 17467.32 ,   1590060.7154 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15883 ,    1588201 , 17468.42 ,   1590160.8388 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15884 ,    1588301 , 17469.52 ,   1590260.9622 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15885 ,    1588401 , 17470.62 ,   1590361.0856 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15886 ,    1588501 , 17471.72 ,   1590461.2090 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15887 ,    1588601 , 17472.82 ,   1590561.3324 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15888 ,    1588701 , 17473.92 ,   1590661.4558 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15889 ,    1588801 , 17475.02 ,   1590761.5792 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15890 ,    1588901 , 17476.12 ,   1590861.7026 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15891 ,    1589001 , 17477.21 ,   1590961.8260 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15892 ,    1589101 , 17478.31 ,   1591061.9494 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15893 ,    1589201 , 17479.41 ,   1591162.0728 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15894 ,    1589301 , 17480.51 ,   1591262.1962 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15895 ,    1589401 , 17481.61 ,   1591362.3196 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15896 ,    1589501 , 17482.71 ,   1591462.4430 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15897 ,    1589601 , 17483.81 ,   1591562.5664 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15898 ,    1589701 , 17484.91 ,   1591662.6898 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15899 ,    1589801 , 17486.01 ,   1591762.8132 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15900 ,    1589901 , 17487.11 ,   1591862.9366 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15901 ,    1590001 , 17488.21 ,   1591963.0600 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15902 ,    1590101 , 17489.31 ,   1592063.1834 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15903 ,    1590201 , 17490.41 ,   1592163.3068 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15904 ,    1590301 , 17491.51 ,   1592263.4302 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15905 ,    1590401 , 17492.61 ,   1592363.5536 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15906 ,    1590501 , 17493.71 ,   1592463.6770 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15907 ,    1590601 , 17494.81 ,   1592563.8004 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15908 ,    1590701 , 17495.91 ,   1592663.9238 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15909 ,    1590801 , 17497.01 ,   1592764.0472 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15910 ,    1590901 , 17498.11 ,   1592864.1706 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15911 ,    1591001 , 17499.21 ,   1592964.2940 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15912 ,    1591101 , 17500.31 ,   1593064.4174 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15913 ,    1591201 , 17501.41 ,   1593164.5408 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15914 ,    1591301 , 17502.51 ,   1593264.6642 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15915 ,    1591401 , 17503.61 ,   1593364.7876 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15916 ,    1591501 , 17504.71 ,   1593464.9110 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15917 ,    1591601 , 17505.80 ,   1593565.0344 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15918 ,    1591701 , 17506.90 ,   1593665.1578 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15919 ,    1591801 , 17508.00 ,   1593765.2812 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15920 ,    1591901 , 17509.10 ,   1593865.4046 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15921 ,    1592001 , 17510.20 ,   1593965.5280 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15922 ,    1592101 , 17511.30 ,   1594065.6514 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15923 ,    1592201 , 17512.40 ,   1594165.7748 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15924 ,    1592301 , 17513.50 ,   1594265.8982 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15925 ,    1592401 , 17514.60 ,   1594366.0216 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15926 ,    1592501 , 17515.70 ,   1594466.1450 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15927 ,    1592601 , 17516.80 ,   1594566.2684 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15928 ,    1592701 , 17517.90 ,   1594666.3918 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15929 ,    1592801 , 17519.00 ,   1594766.5152 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15930 ,    1592901 , 17520.10 ,   1594866.6386 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15931 ,    1593001 , 17521.20 ,   1594966.7620 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15932 ,    1593101 , 17522.30 ,   1595066.8854 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15933 ,    1593201 , 17523.40 ,   1595167.0088 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15934 ,    1593301 , 17524.50 ,   1595267.1322 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15935 ,    1593401 , 17525.60 ,   1595367.2556 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15936 ,    1593501 , 17526.70 ,   1595467.3790 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15937 ,    1593601 , 17527.80 ,   1595567.5024 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15938 ,    1593701 , 17528.90 ,   1595667.6258 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15939 ,    1593801 , 17530.00 ,   1595767.7492 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15940 ,    1593901 , 17531.10 ,   1595867.8726 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15941 ,    1594001 , 17532.20 ,   1595967.9960 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15942 ,    1594101 , 17533.29 ,   1596068.1194 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15943 ,    1594201 , 17534.39 ,   1596168.2428 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15944 ,    1594301 , 17535.49 ,   1596268.3662 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15945 ,    1594401 , 17536.59 ,   1596368.4896 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15946 ,    1594501 , 17537.69 ,   1596468.6130 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15947 ,    1594601 , 17538.79 ,   1596568.7364 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15948 ,    1594701 , 17539.89 ,   1596668.8598 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15949 ,    1594801 , 17540.99 ,   1596768.9832 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15950 ,    1594901 , 17542.09 ,   1596869.1066 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15951 ,    1595001 , 17543.19 ,   1596969.2300 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15952 ,    1595101 , 17544.29 ,   1597069.3534 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15953 ,    1595201 , 17545.39 ,   1597169.4768 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15954 ,    1595301 , 17546.49 ,   1597269.6002 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15955 ,    1595401 , 17547.59 ,   1597369.7236 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15956 ,    1595501 , 17548.69 ,   1597469.8470 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15957 ,    1595601 , 17549.79 ,   1597569.9704 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15958 ,    1595701 , 17550.89 ,   1597670.0938 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15959 ,    1595801 , 17551.99 ,   1597770.2172 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15960 ,    1595901 , 17553.09 ,   1597870.3406 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15961 ,    1596001 , 17554.19 ,   1597970.4640 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15962 ,    1596101 , 17555.29 ,   1598070.5874 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15963 ,    1596201 , 17556.39 ,   1598170.7108 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15964 ,    1596301 , 17557.49 ,   1598270.8342 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15965 ,    1596401 , 17558.59 ,   1598370.9576 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15966 ,    1596501 , 17559.69 ,   1598471.0810 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15967 ,    1596601 , 17560.79 ,   1598571.2044 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15968 ,    1596701 , 17561.88 ,   1598671.3278 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15969 ,    1596801 , 17562.98 ,   1598771.4512 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15970 ,    1596901 , 17564.08 ,   1598871.5746 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15971 ,    1597001 , 17565.18 ,   1598971.6980 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15972 ,    1597101 , 17566.28 ,   1599071.8214 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15973 ,    1597201 , 17567.38 ,   1599171.9448 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15974 ,    1597301 , 17568.48 ,   1599272.0682 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15975 ,    1597401 , 17569.58 ,   1599372.1916 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15976 ,    1597501 , 17570.68 ,   1599472.3150 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15977 ,    1597601 , 17571.78 ,   1599572.4384 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15978 ,    1597701 , 17572.88 ,   1599672.5618 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15979 ,    1597801 , 17573.98 ,   1599772.6852 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15980 ,    1597901 , 17575.08 ,   1599872.8086 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15981 ,    1598001 , 17576.18 ,   1599972.9320 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15982 ,    1598101 , 17577.28 ,   1600073.0554 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15983 ,    1598201 , 17578.38 ,   1600173.1788 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15984 ,    1598301 , 17579.48 ,   1600273.3022 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15985 ,    1598401 , 17580.58 ,   1600373.4256 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15986 ,    1598501 , 17581.68 ,   1600473.5490 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15987 ,    1598601 , 17582.78 ,   1600573.6724 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15988 ,    1598701 , 17583.88 ,   1600673.7958 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15989 ,    1598801 , 17584.98 ,   1600773.9192 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15990 ,    1598901 , 17586.08 ,   1600874.0426 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15991 ,    1599001 , 17587.18 ,   1600974.1660 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15992 ,    1599101 , 17588.28 ,   1601074.2894 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15993 ,    1599201 , 17589.38 ,   1601174.4128 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15994 ,    1599301 , 17590.47 ,   1601274.5362 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15995 ,    1599401 , 17591.57 ,   1601374.6596 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15996 ,    1599501 , 17592.67 ,   1601474.7830 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15997 ,    1599601 , 17593.77 ,   1601574.9064 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15998 ,    1599701 , 17594.87 ,   1601675.0298 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 15999 ,    1599801 , 17595.97 ,   1601775.1532 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16000 ,    1599901 , 17597.07 ,   1601875.2766 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16001 ,    1600001 , 17598.17 ,   1601975.4000 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16002 ,    1600101 , 17599.27 ,   1602075.5234 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16003 ,    1600201 , 17600.37 ,   1602175.6468 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16004 ,    1600301 , 17601.47 ,   1602275.7702 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16005 ,    1600401 , 17602.57 ,   1602375.8936 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16006 ,    1600501 , 17603.67 ,   1602476.0170 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16007 ,    1600601 , 17604.77 ,   1602576.1404 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16008 ,    1600701 , 17605.87 ,   1602676.2638 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16009 ,    1600801 , 17606.97 ,   1602776.3872 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16010 ,    1600901 , 17608.07 ,   1602876.5106 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16011 ,    1601001 , 17609.17 ,   1602976.6340 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16012 ,    1601101 , 17610.27 ,   1603076.7574 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16013 ,    1601201 , 17611.37 ,   1603176.8808 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16014 ,    1601301 , 17612.47 ,   1603277.0042 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16015 ,    1601401 , 17613.57 ,   1603377.1276 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16016 ,    1601501 , 17614.67 ,   1603477.2510 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16017 ,    1601601 , 17615.77 ,   1603577.3744 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16018 ,    1601701 , 17616.87 ,   1603677.4978 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16019 ,    1601801 , 17617.96 ,   1603777.6212 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16020 ,    1601901 , 17619.06 ,   1603877.7446 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16021 ,    1602001 , 17620.16 ,   1603977.8680 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16022 ,    1602101 , 17621.26 ,   1604077.9914 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16023 ,    1602201 , 17622.36 ,   1604178.1148 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16024 ,    1602301 , 17623.46 ,   1604278.2382 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16025 ,    1602401 , 17624.56 ,   1604378.3616 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16026 ,    1602501 , 17625.66 ,   1604478.4850 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16027 ,    1602601 , 17626.76 ,   1604578.6084 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16028 ,    1602701 , 17627.86 ,   1604678.7318 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16029 ,    1602801 , 17628.96 ,   1604778.8552 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16030 ,    1602901 , 17630.06 ,   1604878.9786 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16031 ,    1603001 , 17631.16 ,   1604979.1020 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16032 ,    1603101 , 17632.26 ,   1605079.2254 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16033 ,    1603201 , 17633.36 ,   1605179.3488 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16034 ,    1603301 , 17634.46 ,   1605279.4722 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16035 ,    1603401 , 17635.56 ,   1605379.5956 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16036 ,    1603501 , 17636.66 ,   1605479.7190 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16037 ,    1603601 , 17637.76 ,   1605579.8424 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16038 ,    1603701 , 17638.86 ,   1605679.9658 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16039 ,    1603801 , 17639.96 ,   1605780.0892 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16040 ,    1603901 , 17641.06 ,   1605880.2126 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16041 ,    1604001 , 17642.16 ,   1605980.3360 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16042 ,    1604101 , 17643.26 ,   1606080.4594 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16043 ,    1604201 , 17644.36 ,   1606180.5828 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16044 ,    1604301 , 17645.46 ,   1606280.7062 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
 16045 ,    1604401 , 17646.55 ,   1606380.8296 ,hasta      ,good-bye   ,     1.00 ,12-jun-1991 
